央视,#genre#
云南卫视_4M1080_易视腾,http://168.138.9.147:50001/1000000002000024694/ystenlive/index.m3u8
云南卫视_4M540_百视通,http://168.138.9.147:50001/5000000006000040019/bestzb/index.m3u8
浙江教科影视_1.8M576_湖南bblive,http://168.138.9.147:50001/2000000004000000001/hnbblive/index.m3u8
浙江卫视_8M1080_百视通,http://168.138.9.147:50001/5000000004000007275/bestzb/index.m3u8
浙江卫视_8M1080_华数,http://168.138.9.147:50001/6000000001000032070/wasusyt/index.m3u8
浙江卫视_8M1080_易视腾,http://168.138.9.147:50001/1000000001000014260/ystenlive/index.m3u8
浙江卫视_5.5M1080HEVC_易视腾,http://168.138.9.147:50001/1000000005000265031/ystenlive/index.m3u8
浙江卫视_4M1080_百视通,http://168.138.9.147:50001/5000000010000017320/bestzb/index.m3u8
浙江卫视_4M1080_易视腾,http://168.138.9.147:50001/1000000001000009806/ystenlive/index.m3u8
重庆卫视_8M1080_易视腾,http://168.138.9.147:50001/1000000001000001096/ystenlive/index.m3u8
重庆卫视_6.8M1080_百视通,http://168.138.9.147:50001/5000000004000025797/bestzb/index.m3u8
重庆卫视_5.5M1080HEVC_易视腾,http://168.138.9.147:50001/1000000005000265017/ystenlive/index.m3u8
重庆卫视_4M1080_易视腾,http://168.138.9.147:50001/1000000002000018937/ystenlive/index.m3u8

求索,#genre#
求索动物_8M1080_华数,http://168.138.9.147:50001/6000000002000010046/wasusyt/index.m3u8
求索动物_7.5M1080_湖南bblive,http://168.138.9.147:50001/2000000004000000009/hnbblive/index.m3u8
求索纪录_8M1080_华数,http://168.138.9.147:50001/6000000002000032052/wasusyt/index.m3u8
求索纪录_7.5M1080_湖南bblive,http://168.138.9.147:50001/2000000004000000010/hnbblive/index.m3u8
求索科学_8M1080_华数,http://168.138.9.147:50001/6000000002000032344/wasusyt/index.m3u8
求索科学_7.5M1080_湖南bblive,http://168.138.9.147:50001/2000000004000000011/hnbblive/index.m3u8
求索生活_8M1080_华数,http://168.138.9.147:50001/6000000002000003382/wasusyt/index.m3u8
求索生活_7.5M1080_湖南bblive,http://168.138.9.147:50001/2000000004000000008/hnbblive/index.m3u8

4K,#genre#
CCTV16-4K_12M2160HEVC_百视通,http://168.138.9.147:50001/5000000008000023254/bestzb/index.m3u8
纯享4K_20M2160_易视腾,http://168.138.9.147:50001/1000000004000011651/ystenlive/index.m3u8
SiTV欢笑剧场-4K_12M2160HEVC_百视通,http://168.138.9.147:50001/5000000007000010001/bestzb/index.m3u8
华数4K_16M2160_华数,http://168.138.9.147:50001/6000000003000004748/wasusyt/index.m3u8
华数4K_15M2160_湖南bblive,http://168.138.9.147:50001/2000000004000000014/hnbblive/index.m3u8
